Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text
167,"Four Points by Sheraton New Delhi, Airport Highway","South West, New Delhi",Apr-23,EXCELLENT....,9,"Myself and my wife stayed at your excellent hotel for one night (24th-25th April).
Our stay was very pleasant, the room and bathroom were clean and smelled fresh.
We had dined at your inhouse restaurant in the evening, (al la carte) the food was exceptional both the veg and non veg.
The waiter ( name I cannot recall) was really good as he went out of his way to serve and answer questions my wife was asking him regarding the menu.
(what he could not answer he went and confirmed with the head chef). 
Next day we had an early morning flight to catch, after checking out we faced difficulties with the arranged taxi, your reception staff
(Mr Himanshu, Mr Vinod and Mr Mayur) were very helpful in assisting us with our transport and calming us with refreshment while we waited.  
Before booking the reservations at your hotel we had already made provisional booking for a hotel at AeroCity, (that being closer to the airport)
After staying at Four Points Sheraton, we WILL be highly recommending all our friends and family to stay here as your staff are your BEST asset.
Looking forward to our next visit to India."
168,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,Superb,9,Very hygienic and good location
169,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,Superb,9,Wonderful property.
170,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,Superb,9,Very nice property
171,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,Very poor,2,Dirty bathroom and rooms .They didn’t even kept a  dustbin in the room
172,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,NEVER STAY HERE,1," · This is the worst hotel experience I ever had. I got booking confirmation and when I reached the place in the middle of the night with a child they said where is no room for me. They lied, trying to pretend this is not the place where I have booking, but where is definitely no any other iconic. Anyway heavy alcohol smell and dirt was there. Doesn’t match pictures. Horrible stuff"
173,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,Na,1,Nothing
174,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,Bad,1,"Online photos did not match the actual rooms . The toilets were dirty with paan stairs all over, staff was also non cooperative."
175,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,. Beautiful atmosphere inside and outside  of the hotel,8, no comments available for this review
176,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,"Beautiful rooms, great ambiance",9, no comments available for this review
177,Iconic Stays Near Ganga Ram Hospital,New Delhi,Aug-23,The staff was very friendly and consistently making sure I was comfortable,8, no comments available for this review
178,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Exceptional,10,Good rooms great and polite Staff.close to the airport
179,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Superb,9," · The location of the property is ideal, being close to the airport and the airport metro. The rooms were comfortable and so were the amenities provided."
180,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Very good,8," · · The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make my stay enjoyable. I highly recommend this hotel for anyone visiting Delhi  mahipalpur 
near to igi  airpot"
181,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Very good,8," · The hotel was nice and clean. It is located very near the centre. The staff was very friendly and helped us with everything we need it, like car booking, providing information about our trip and making food for us before our departure. Big thank you from us."
182,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Superb,9,"Rooms are very nice here. The most important thing which i liked here is food and service, staff is very professional and helpful."
183,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Superb,9, · Everything is available nearby. So location is a plus point. We liked the room which were clean and hygiene with working ac and tv. & Wi-Fi . Overall we like the stay and service
184,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Superb,9," · Great experience of  in a safe location
 
 ·The location is very nice in the area city. There is a small shopping street nearby. Which you can visit at the night. It’s pretty safe. The workers me organizing a guide, a taxi and everything for a good price! It was great experience"
185,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Superb,9, · Stayed here with my friends for a vacation. It was an amazing experience to stay at the hotel and explore the places. The location of the hotel helped me commute to the places without any problems. I traveled with ease and enjoyed my time here. Hotel staff was very courteous and cooperative with things. Food was also amazing. I Will Recomend this hotel.
186,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,Superb,9," · Value for Money
 
 The room was neat and tidy. It totally met my expectations for a comfortable stay after a long tour. The hotel staff was very friendly and cooperative. Especially receptionist Roshan  helped in making arrangements up to the mark. It's hardly 2km from Delhi Aerocity metro station easing connectivity to Delhi as well. I didn't opt for breakfast in package but their masala omelette was good. The overall stay was pleasant and relaxing. A perfect hotel near IGI airport."
187,Hotel Krone Plaza Near Delhi Airport,"South West, New Delhi",Aug-23,"Rooms look good in pictures, very old and dysfunctional in reality. Not up for a european standard.",3,"The kitchen was able to accommodate my needs - I have many intolerances and they made a safe meal for me when I asked. 
The staff was able to move us into a better room and find ways to fix what was broken (not everything, but they were trying)."
188,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Sep-22,Exceptional,10,very good i really enjoyed my stay here thanku mahesh we definitely come here again
189,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Aug-23,Good,7,"The reception faces the main road and is as shown on your booking.com page. After checking in, I was taken thru a back door, into a passage, with a lot of mysterious twists and turns, finally entering another building !!
I was asked to make the payment there at that counter. This counter was of another hotel (Classic, I think) and that opened into the alley behind Hotel International Inn. 
So to that extent I felt cheated. 
The interiors were shoddy. The room was spacious, but with old furniture, TV...slow Wi-Fi. The only thing is favour was the room was clean.
And the food was frightfully expensive!! absolutely 3-4 star rates."
190,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Aug-23,Good,7,They were not initially complying to the terms  of booking.
191,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",May-23,Superb,9,"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food."
192,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",May-23,Superb,9,Nice experience while short stay. The rooms are good and price are reasonable r its ok because the rooms are well maintained. Behaviour of the staff is quite nice.
193,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",May-23,Good experience,9,"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc.
Food is good. Good for overnight stay."
194,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Jun-23,Good,7,The location and food were very good. The hotel was clean.
195,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Apr-23,All is good. Just keep it up. Excellent for a short stay to catch morning flight,9,"The Location is Excellent: Very near to the airport. Taxis are easily available (I tried at 3.45AM).
I requested front desk for a quiet room and I was provided room on ground floor, which was clean and quiet at night. The AC was working well and hot water was available too. The washroom was clean too. 
Had a good sleep, as had to catch an early morning flight. 
Recommend this property to the travelers seeking a short stay for flights.
The only negative is that the Airtel signals were very poor in the room and had to go out for a call. But, maybe the other networks work well."
196,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Apr-23,The stay was very good,8,"The room is Good, the breakfast and the location is excellent"
197,Hotel International Inn - Near Delhi Airport,"Mahipalpur, New Delhi",Apr-23,Nice location,8,Location was great.
198,"Hotel R DELUXE ""Couple Friendly Vaccinated Staff""","Paharganj, New Delhi",May-23,Comfortable stay with good price,10,Very comfortable and clean hotel
199,"Hotel R DELUXE ""Couple Friendly Vaccinated Staff""","Paharganj, New Delhi",Jul-23,Passable,5,"Wi-fi was good , staff was friendly"
200,"Hotel R DELUXE ""Couple Friendly Vaccinated Staff""","Paharganj, New Delhi",May-23,Pleasant,6,Old type furniture
201,"Hotel R DELUXE ""Couple Friendly Vaccinated Staff""","Paharganj, New Delhi",Apr-23,Good property,7,Location
202,"Hotel R DELUXE ""Couple Friendly Vaccinated Staff""","Paharganj, New Delhi",Apr-23,Pleasant,6,They made some concessions for us.
203,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-22,Exceptional,10,location. spacious excellent food good staff
204,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-23,could have been better,7,"i liked them. but, i was upset because not agreeing to my request of early check in. had to wait for two hours in a friends place. embarrassing"
205,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-23,Overall ok,8,Location
206,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-23,Nice place. Staff supportive.,7,Nice room and good bed.
207,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-23,Great stay thank you.,8,Great location and lovely art deco style hotel
208,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Jul-23,Good,7,"Wonderful ambience, very polite staff
Breakfast is absolutely amazing, as good as a lunch buffet. Location is superb, Swimming trip to taj included."
209,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-23,Will come again,8,Location is very convenient. Food and service was excellent. Room was clean and spacious. The responsiveness was remarkable.
210,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-23,Comfortable stay and good service,8,"Location 
Staff"
211,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Jul-23,"Comfy, clean, outstanding service staff",9,"Comfortable, clean, spacious rooms. Excellent service provided by the staff. Good location right next to Khan Market."
212,"Ambassador, New Delhi - IHCL SeleQtions","Central Delhi, New Delhi",Aug-23,Everything was perfect,8,Overall value for money and situated in the heart of city
213,HOTEL AMBIENCE DX PAHARGANJ NEW Delhi NEAR Rk ASHRAM METRO STATION,"Paharganj, New Delhi",Aug-23,Good location value for money,9,Location was good. Staffs were good.
214,HOTEL AMBIENCE DX PAHARGANJ NEW Delhi NEAR Rk ASHRAM METRO STATION,"Paharganj, New Delhi",Aug-23,It's really a memorable stay and fantastic experience,9,"The cleanliness and Staff behavior during check in and out, and they upgrade my room to Superior Deluxe room to Family suites as complimentary which is really wonderful."
215,HOTEL AMBIENCE DX PAHARGANJ NEW Delhi NEAR Rk ASHRAM METRO STATION,"Paharganj, New Delhi",Aug-23,Staff was incredibly helpful,10,The room was comfortable and staff was so kind!!
216,HOTEL AMBIENCE DX PAHARGANJ NEW Delhi NEAR Rk ASHRAM METRO STATION,"Paharganj, New Delhi",Aug-23,Excellent,9,Everything was good. Clean towels and bed sheets. Ac is good.
217,HOTEL AMBIENCE DX PAHARGANJ NEW Delhi NEAR Rk ASHRAM METRO STATION,"Paharganj, New Delhi",Aug-23,Excellent,9,"The managers and staff friendly 
The Room is perfect 
The food is great 
Location is good"
