trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
All Alone,Sølace,1248358,lo-fi chill,0.601,0.556,7,-10.722,0,0.395,0.776,0.0465,0.236,0.457,80.003,audio_features,147000,4
All Around Me,Flyleaf,198420,alternative metal,0.473,0.871,9,-4.893,1,0.0456,0.0216,0,0.0525,0.47,146.975,audio_features,198507,4
All Around the World (La La La),R3HAB,147840,dutch house,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,147840,4
All Because of You,Stephen Day,2660352,pop soul,0.426,0.177,7,-13.334,1,0.0346,0.797,0.00615,0.113,0.247,118.155,audio_features,238280,4
All Black,Raftaar,45217,desi hip hop,0.813,0.734,10,-5.464,0,0.0577,0.072,0,0.118,0.652,107.967,audio_features,218146,4
All Dressed up (Hot Mix),Jack Newsome,3066930,,0.846,0.628,1,-5.319,1,0.0567,0.149,0,0.0746,0.84,111.072,audio_features,181279,4
All Eyes On Me,Conro,6708279,canadian electronic,0.761,0.644,7,-6.765,1,0.0409,0.0532,0.00146,0.0838,0.444,111.993,audio_features,199286,4
All Eyes On Me,VALORANT,160660,video game music,0.732,0.777,0,-5.253,1,0.111,0.00202,0.667,0.268,0.536,160.061,audio_features,160500,4
All Eyes On Me (Song Only),Bo Burnham,2137606,comic,0.247,0.442,6,-8.703,1,0.041,0.716,0,0.0655,0.261,62.952,audio_features,212861,4
All I Ask of You (feat. Pennybirdrabbit),Skrillex,680412,brostep,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,audio_features,340341,4
All I Ever Wanted - Radio Edit,Basshunter,330088,eurodance,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954,audio_features,176453,4
All I Have Is My Smile,LIL DUSTY G,99200,emo rap,0.636,0.808,0,-3.288,1,0.0534,0.0699,0,0.153,0.508,75.013,audio_features,99200,4
All I Know So Far,P!nk,2293791,dance pop,0.578,0.639,4,-5.749,1,0.0374,0.0586,0,0.0944,0.296,108.045,audio_features,277413,4
All I Wanna Do,Jay Park,3111686,k-pop,0.403,0.724,8,-6.064,1,0.246,0.377,0,0.0927,0.428,97.133,audio_features,216786,4
All I Want,Kodaline,3918739,irish pop,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,audio_features,305747,3
All In (feat. Jimmy Levy),NITTI,666014,brostep,0.288,0.754,6,-3.376,0,0.0476,0.0938,0,0.238,0.311,174.095,audio_features,234518,4
All Into Nothing,R3HAB,202372,dutch house,0.571,0.763,9,-6.66,1,0.05,0.0421,0,0.394,0.21,99.955,audio_features,161400,4
All Is Fair in Love and Brostep,Skrillex,45034,brostep,0.581,0.925,11,-3.213,1,0.151,0.00112,0,0.406,0.269,139.982,audio_features,249120,4
All Is Full Of Love,Björk,286333,art pop,0.481,0.49,6,-10.098,1,0.0271,0.0536,0.123,0.0915,0.0378,152.04,audio_features,287000,4
All Love,FLETCHER,2190329,alt z,0.665,0.488,4,-7.177,1,0.0981,0.272,0.000261,0.181,0.477,142.087,audio_features,193600,4
All My Life,ODESZA,192266,chillwave,0.303,0.68,9,-5.318,1,0.0731,0.547,0.929,0.872,0.0397,118.581,audio_features,192267,3
All Night - Cash Cash Remix; Radio Edit,Icona Pop,287270,candy pop,0.591,0.864,4,-2.04,1,0.155,0.0386,0,0.139,0.302,128.073,audio_features,206250,4
All Night - Slowed N Reverb,The Vamps,12644,boy band,0.607,0.678,8,-7.045,0,0.0335,0.00527,0,0.332,0.433,115.968,audio_features,244798,4
All Night Long,Jonas Blue,206666,pop,0.572,0.811,6,-4.874,0,0.066,0.00887,5.65E-06,0.124,0.332,125.946,audio_features,206667,4
All The Things She Said,t.A.T.u.,214341,dance pop,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,audio_features,214440,4
All This Time - Timmy Trumpet Remix,Deorro,2053548,dutch house,0.699,0.709,6,-6.316,0,0.0889,0.0976,0.000124,0.0852,0.426,149.975,audio_features,177718,4
All Time,Kurt Hugo Schneider,0,viral pop,0.303,0.393,0,-8.926,1,0.0458,0.777,0.000102,0.106,0.396,180.23,audio_features,200972,4
All Time Low,Jon Bellion,4315705,indie pop rap,0.617,0.567,0,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,audio_features,217603,4
All We Need (feat. Shy Girls),ODESZA,211200,,,,,,,,,,,,,,0,
All Your Exes,Julia Michaels,897032,pop,0.603,0.618,1,-5.184,1,0.0319,0.0232,0,0.118,0.323,112.114,audio_features,209276,3
All for Me,Hoodie Allen,4851911,indie pop rap,0.74,0.7,4,-7.066,0,0.165,0.126,0,0.208,0.377,89.971,audio_features,224049,4
All for Me Grog,Linda Morrison,125409,shanty,0.765,0.524,11,-5.821,0,0.101,0.755,0,0.239,0.551,114.697,audio_features,126453,4
All of Me,John Legend,1426175,neo soul,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,269560,4
All of the Stars,Ed Sheeran,234986,pop,0.54,0.557,11,-6.097,1,0.0259,0.00886,0.000182,0.307,0.287,75.035,audio_features,237147,4
Allah Hafiz,Pritam,242085,filmi,0.683,0.975,7,-3.48,1,0.068,0.0719,0.000384,0.325,0.745,103.026,audio_features,270470,4
Allah Ke Bande,Kailash Kher,246842,,,,,,,,,,,,,,0,
Allah Maaf Kare,Pritam,230164,filmi,0.664,0.792,6,-5.294,1,0.0283,0.184,0.000417,0.106,0.86,139.961,audio_features,230165,4
Allah Waariyan,Shafqat Amanat Ali,1472203,classic pakistani pop,0.483,0.781,4,-5.926,1,0.0445,0.349,0,0.126,0.801,83.782,audio_features,314522,4
Allegro,Wolfgang Amadeus Mozart,9854,classical,0.428,0.237,7,-13.764,0,0.0351,0.987,0.896,0.0849,0.357,79.904,audio_features,460027,4
Allure,DaniSogen,156000,japanese chillhop,0.635,0.238,11,-20.089,0,0.0317,0.91,0.914,0.0857,0.136,120.005,audio_features,156000,4
"Almost nothing - ""Death Stranding"" Ending Song",Silent Poets,600279,japanese dub,0.453,0.434,4,-11.32,0,0.0291,0.249,0.478,0.0894,0.0768,108.016,audio_features,296520,4
Alone,Biting Elbows,3351,,0.648,0.707,7,-7.248,1,0.0268,0.0277,2.79E-05,0.099,0.282,127.971,audio_features,180930,4
Alone,Lund,1580900,cloud rap,0.741,0.354,2,-15.505,1,0.0812,0.656,0.702,0.384,0.037,120.018,audio_features,254000,4
Alone,Nico Collins,14068429,,0.525,0.785,2,-2.407,0,0.0455,0.0356,0,0.103,0.47,170.116,audio_features,234001,4
Alone (End Credits),Mikko Tarmia,138842,video game music,0.257,0.113,5,-18.99,0,0.0386,0.936,0.93,0.102,0.0417,134.506,audio_features,138842,3
Alone (Naruto),Kato,57348,anime lo-fi,0.523,0.617,9,-7.76,0,0.0265,0.0856,0.857,0.139,0.0868,79.964,audio_features,101820,4
Alone - Acoustic,Nico Collins,236372,,0.58,0.405,5,-6.859,1,0.0994,0.5,0,0.103,0.642,169.661,audio_features,236451,4
Alone Piano,Kato,61825,anime lo-fi,0.691,0.00816,9,-25.501,0,0.093,0.992,0.967,0.149,0.424,67.549,audio_features,61857,4
Alone With You (feat. AlunaGeorge),Kito,885272,electra,0.722,0.514,0,-9.249,0,0.272,0.476,0.0114,0.105,0.568,103.992,audio_features,178042,4
Alone in My Car,NIKI DEMAR,89717,social media pop,0.625,0.574,0,-7.343,1,0.0356,0.185,0.00405,0.159,0.305,92.089,audio_features,193173,4
Alone with You,Canyon City,186585,acoustic pop,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63E-06,0.103,0.207,86.664,audio_features,186584,4
"Alone, Pt. II",Alan Walker,1714685,electro house,0.673,0.659,3,-4.493,0,0.0439,0.539,0,0.129,0.628,88.011,audio_features,179053,4
Aloo Chaat (Title Track),RDB,99492,bhangra,0.792,0.959,9,-2.579,0,0.0913,0.338,0,0.275,0.874,115.015,audio_features,309747,4
"Also sprach Zarathustra, Op. 30",Richard Strauss,275726,classical,0.115,0.301,0,-13.321,1,0.0449,0.637,0.935,0.154,0.0409,77.276,audio_features,109667,4
Alvida,Pritam,2747,filmi,0.287,0.654,2,-5.57,1,0.0374,0.593,7.30E-06,0.11,0.241,84.015,audio_features,338587,4
"Alvida - From ""Alvida""",Shafqat Amanat Ali,56827,classic pakistani pop,0.32,0.437,0,-13.057,0,0.0411,0.447,0,0.279,0.35,81.563,audio_features,136759,4
Always Be There,Jonas Blue,396814,pop,0.702,0.759,0,-3.292,1,0.0381,0.16,0,0.062,0.761,123.999,audio_features,198408,4
Always Looking for You,Jason Mraz,465882,acoustic pop,0.551,0.596,11,-8.116,1,0.0544,0.128,0,0.0679,0.636,169.786,audio_features,232941,4
Am I The Only One (with Astrid S & HRVY),R3HAB,2110609,dutch house,0.722,0.592,9,-7.746,1,0.0564,0.401,1.31E-06,0.0927,0.438,139.903,audio_features,152143,4
Am I Wrong,Nico & Vinz,245866,afrobeats,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58E-06,0.55,0.779,119.968,audio_features,245867,4
Ambarsariya,Sona Mohapatra,45832,filmi,0.649,0.458,4,-7.632,0,0.0446,0.574,0,0.113,0.748,180.071,audio_features,248182,4
Ameno,ERA,341765,gregorian dance,0.605,0.532,1,-10.872,0,0.0337,0.0919,0.000576,0.0762,0.139,102.804,audio_features,235227,4
Ameno - Remix,ERA,1179629,gregorian dance,0.69,0.812,1,-7.452,0,0.0327,0.165,4.15E-05,0.0905,0.251,102.824,audio_features,227133,4
American Cars,Annie,226869,electropop,0.567,0.588,7,-8.117,0,0.0315,0.149,0.00298,0.126,0.634,79.381,audio_features,226869,4
American Honey,Current Joys,252910,lo-fi indie,0.433,0.501,3,-8.89,1,0.0346,0.503,0.0177,0.0945,0.252,204.06,audio_features,253011,4
American Idiot,Green Day,317350,modern rock,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,audio_features,176346,4
American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,3615,brostep,0.617,0.514,9,-7.099,1,0.0722,0.0154,0,0.118,0.365,81.067,audio_features,153196,4
Amnesia,Grace Carter,1731920,uk contemporary r&b,0.616,0.699,0,-5.398,1,0.044,0.0849,0.000689,0.077,0.533,99.956,audio_features,192227,4
Amplifier,Imran Khan,1198663,desi hip hop,0.727,0.714,2,-4.494,1,0.0872,0.0209,0,0.153,0.618,164.003,audio_features,232907,4
Andira,Myríad,144000,lo-fi jazzhop,0.559,0.354,5,-15.523,0,0.108,0.895,0.864,0.113,0.371,79.933,audio_features,144000,4
Angel 2 Me,McKay,418313,korean r&b,0.636,0.522,3,-5.687,1,0.127,0.655,0,0.124,0.654,83.048,audio_features,210163,4
Angel Baby,Troye Sivan,1801289,australian pop,0.559,0.559,11,-6.425,1,0.0358,0.0145,0,0.138,0.338,72.498,audio_features,220780,4
Angela,Flower Face,568286,ambient folk,0.49,0.126,1,-13.868,1,0.0327,0.926,3.36E-06,0.0992,0.102,99.892,audio_features,284143,3
Angeleyes,ABBA,260893,europop,0.719,0.922,11,-6.091,1,0.0338,0.523,0.000163,0.0867,0.964,133.113,audio_features,260893,4
Angles,Jonas Blue,17087,pop,0.708,0.872,0,-5.377,0,0.0463,0.0148,0.802,0.0881,0.743,124.996,audio_features,165120,3
Animal,Noah Kahan,2224823,pov: indie,0.709,0.48,11,-8.353,1,0.305,0.163,0,0.16,0.365,175.916,audio_features,219555,4
Animals,Martin Garrix,726794,dutch edm,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015,audio_features,176120,4
Animals,Nickelback,207883,alternative metal,0.572,0.961,7,-3.089,1,0.0625,0.000734,0.021,0.207,0.818,76.998,audio_features,186600,4
Anisuthide,Sonu Nigam,4204,filmi,0.744,0.708,0,-6.073,0,0.0312,0.458,0.000486,0.207,0.486,120.017,audio_features,276428,4
Anjaana Anjaani,Vishal Dadlani,85784,filmi,0.526,0.639,0,-6.614,1,0.0322,0.49,1.46E-05,0.099,0.214,77.053,audio_features,354079,4
Anjaana Anjaani Ki Kahani,Nikhil D'Souza,284965,indian indie,0.682,0.97,2,-5.332,1,0.0459,0.00591,0.171,0.0448,0.959,137.954,audio_features,285051,4
Annabelle's Homework,Alec Benjamin,3225244,alt z,0.676,0.634,8,-5.377,1,0.0385,0.701,1.63E-06,0.223,0.33,86.004,audio_features,192501,4
Another Life (feat. FLETCHER & Josh Golden),Surf Mesa,2287845,pop edm,0.648,0.724,0,-5.189,1,0.0263,0.0198,0,0.15,0.382,125.014,audio_features,162954,4
Another Love,Tom Odell,2957271,chill pop,0.445,0.537,4,-8.532,0,0.04,0.695,1.65E-05,0.0944,0.131,122.769,audio_features,244360,4
Another One Bites The Dust - Remastered 2011,Queen,4436,classic rock,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,214653,4
Anvil,Lorn,209332,glitch hop,0.384,0.455,6,-10.773,0,0.0348,0.414,0.838,0.0933,0.0359,100.018,audio_features,209333,4
Anyone,Justin Bieber,619034,canadian pop,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884,audio_features,190779,4
Anything You Need,Low Roar,6469206,icelandic indie,0.221,0.34,9,-10.935,0,0.0314,0.806,0.989,0.104,0.0397,85.665,audio_features,195653,4
Anywhere,Passenger,216059,folk-pop,0.597,0.624,7,-6.931,1,0.0283,0.0947,8.62E-05,0.0946,0.84,104.541,audio_features,216207,4
Anywhere,Rita Ora,3462867,dance pop,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,audio_features,215064,4
Ao No Waltz,Eve,32633636,anime,0.417,0.52,3,-4.872,1,0.0324,0.19,0,0.0783,0.346,123.934,audio_features,277337,3
Apocalypse,Cigarettes After Sex,763650,ambient pop,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,audio_features,290147,4
Apollo - Radio Edit,Astronaut,185577,complextro,0.66,0.648,5,-4.316,0,0.0481,0.00498,1.11E-06,0.322,0.271,128.08,audio_features,185625,4
Apologize,OneRepublic,1349651,piano rock,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22E-05,0.102,0.502,118.008,audio_features,208107,4
Apple Pie,Lizzy McAlpine,3555818,alt z,0.518,0.208,10,-12.273,1,0.0363,0.855,5.15E-06,0.12,0.42,179.836,audio_features,259167,4
Aquela Paz,DJ Lagoa,416000,lo-fi brasileiro,0.323,0.0742,10,-24.299,1,0.0328,0.981,0.944,0.0735,0.0398,60.035,audio_features,208000,4
Arabian Nights (2019),Will Smith,53829,hip hop,0.445,0.532,8,-8.018,1,0.0405,0.254,0,0.109,0.465,128.776,audio_features,193096,4
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Anirudh Ravichander,114719,,,,,,,,,,,,,,0,
Arcade,Duncan Laurence,1046861,dutch pop,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,audio_features,183624,3
Arcadia MIX,LXST CXNTURY,8547389,chill phonk,0.479,0.82,11,-7.142,0,0.064,0.0128,0.66,0.109,0.246,138.518,audio_features,1847210,4
Archetype,Omar Apollo,168590,bedroom pop,0.676,0.338,9,-7.96,1,0.0284,0.372,5.57E-06,0.468,0.321,92.029,audio_features,168829,4
Are Re Are,Uttam Singh,335386,classic bollywood,0.693,0.537,2,-13.448,1,0.0393,0.184,2.59E-05,0.2,0.923,142.995,audio_features,125518,4
Are Re Are (Part-2),Uttam Singh,125518,classic bollywood,0.693,0.537,2,-13.448,1,0.0393,0.184,2.59E-05,0.2,0.923,142.995,audio_features,125518,4
Are We Gonna Be Alright,Ewan J Phillips,553056,british singer-songwriter,0.348,0.168,7,-14.805,1,0.0398,0.78,0.00199,0.504,0.0618,132.206,audio_features,553056,4
Are you happy?,shy martin,787707,alt z,0.632,0.578,9,-7.657,0,0.0905,0.714,0,0.42,0.297,139.324,audio_features,157556,4
Area,MagnusTheMagnus,1246,,0.681,0.698,9,-5.464,0,0.0595,0.0631,0.464,0.0535,0.643,156.059,audio_features,178869,4
Argonauts,The Little Ones,187053,shimmer pop,0.564,0.778,9,-6.763,1,0.0369,0.000101,0.00682,0.0661,0.616,120.012,audio_features,187053,4
Armani,Zack Knight,208243,desi hip hop,0.746,0.651,11,-6.261,0,0.199,0.136,0,0.0952,0.366,176.053,audio_features,178636,4
Armenia,Joan Thiele,2503971,italian indie pop,0.767,0.605,0,-6.987,1,0.041,0.0187,0.00251,0.359,0.285,112.112,audio_features,177830,4
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,5208919,emo rap,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06E-06,0.126,0.288,104.969,audio_features,198903,4
Army,Besomorph,1640994,alt z,0.523,0.699,6,-3.84,0,0.0293,0.108,0.000607,0.205,0.132,74.983,audio_features,203500,4
Army-Attack,Hiroyuki Sawano,3373,anime score,0.585,0.794,8,-9.958,1,0.0682,0.118,0.812,0.0962,0.334,135.013,audio_features,206440,4
Around My Neck,FINNEAS,27636,alt z,0.965,0.303,1,-10.49,1,0.0561,0.0524,0.00405,0.12,0.414,107.048,audio_features,175528,4
Arrows,Vampire Weekend,184066,baroque pop,0.468,0.67,2,-8.052,1,0.0875,0.309,0.4,0.108,0.32,147.498,audio_features,184067,4
Art of Silence,UniqOfficial,2389090,,0.364,0.0459,0,-23.924,1,0.0316,0.841,0.44,0.0918,0.0377,181.598,audio_features,255843,4
Artful Haze,Obie Hans,160043,lo-fi jazzhop,0.65,0.286,8,-16.552,1,0.0549,0.53,0.933,0.111,0.234,156.031,audio_features,160044,4
Artistry,Jacob Lee,2073810,australian pop,0.437,0.681,3,-5.178,0,0.0354,0.159,0,0.136,0.26,146.015,audio_features,244530,4
As It Was,Harry Styles,9870828,pop,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,167303,4
As It Was - Spotify Singles,Sasha Alex Sloan,69619,alt z,0.529,0.174,9,-13.751,1,0.0373,0.845,0,0.0567,0.311,136.112,audio_features,206187,4
As Long As You Love Me,Justin Bieber,6885,canadian pop,0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,audio_features,229467,4
As the World Caves In,Matt Maltese,6006563,indie anthem-folk,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,audio_features,218755,4
"Asgard - From ""Thor: The Dark World""/Score",Brian Tyler,115942,orchestral soundtrack,0.276,0.523,0,-9.919,1,0.0391,0.0189,0.984,0.0567,0.28,81.699,audio_features,116107,4
Ashutosh Shashamk Shekhar,Sonu Nigam,3161,filmi,0.76,0.546,5,-8.048,1,0.0395,0.815,0,0.29,0.968,116.969,audio_features,352667,1
Ass Like That,Eminem,37221,detroit hip hop,0.646,0.796,2,-6.152,1,0.366,0.409,0,0.107,0.676,83.093,audio_features,265480,4
Assassin,Au/Ra,1571376,alt z,0.49,0.644,10,-9.074,0,0.349,0.0631,2.87E-06,0.384,0.409,193.99,audio_features,189341,4
Astrovan,Mt. Joy,186072,pov: indie,0.548,0.444,3,-9.4,1,0.0384,0.866,0,0.134,0.62,169.917,audio_features,186133,4
Asura,Claptu,301486,lo-fi latino,0.639,0.146,7,-20.574,0,0.0432,0.961,0.914,0.107,0.117,121.078,audio_features,150744,4
Asylums for the feeling feat. Leila Adu,Silent Poets,1082677,japanese dub,0.402,0.426,9,-9.554,0,0.0255,0.00436,0.0597,0.0857,0.0798,82.054,audio_features,429251,4
At My Worst,Pink Sweat$,170343,bedroom soul,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,audio_features,170345,4
At My Worst (feat. Kehlani),Pink Sweat$,2440,bedroom soul,0.731,0.484,0,-5.579,1,0.0354,0.73,3.01E-06,0.326,0.35,92.043,audio_features,169128,4
At Night,Yasumu,128004,lo-fi study,0.68,0.114,1,-23.789,0,0.0472,0.894,0.858,0.113,0.0786,110.009,audio_features,128057,4
At the Sea,Yasumu,178839,lo-fi study,0.619,0.0936,9,-16.143,0,0.0513,0.858,0.938,0.0825,0.329,77.051,audio_features,178839,4
Atlantic,Atlis,318260,,0.574,0.144,6,-19.469,1,0.0341,0.949,0.92,0.113,0.104,91.965,audio_features,159130,4
Atlantis,Kainbeats,141185,anime lo-fi,0.574,0.184,11,-19.535,1,0.0388,0.808,0.938,0.137,0.182,136.114,audio_features,141186,4
Atlantis - Extra Sped Up Version,Seafret,190758,folk-pop,0.471,0.561,11,-7.068,0,0.03,0.0472,1.91E-06,0.122,0.215,99.808,audio_features,190759,4
Atmospheric Entry,Hans Zimmer,844679,german soundtrack,0.0681,0.00552,0,-36.657,1,0.0611,0.000225,0.573,0.116,0.0282,74.42,audio_features,100986,3
Attack on Titan,Hiroyuki Sawano,10548,anime score,0.54,0.608,2,-8.498,1,0.0508,0.00182,0.76,0.106,0.0389,125.01,audio_features,256920,4
Attention,Charlie Puth,1882885,pop,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33E-05,0.134,0.797,100.066,audio_features,208787,4
Atwined,Leonid Antonov,140000,,0.175,0.00327,5,-37.357,1,0.048,0.981,0.884,0.0987,0.051,66.529,audio_features,140250,4
Auckland Sunrise,Fred V & Grafix,17637,dancefloor dnb,0.412,0.928,2,-5.599,1,0.0493,4.33E-05,0.773,0.276,0.473,173.988,audio_features,222872,4
Aurora,Jisatsu,277500,anime lo-fi,0.666,0.144,4,-18.412,1,0.0369,0.947,0.497,0.0645,0.0906,80.037,audio_features,138750,4
Aurora,K-391,1198962,nordic house,0.498,0.689,6,-5.849,0,0.0772,0.0784,0,0.188,0.176,143.804,audio_features,164167,4
Automatic (feat. Jake Miller),Fly By Midnight,353426,singer-songwriter pop,0.6,0.529,8,-6.184,1,0.0277,0.239,2.35E-05,0.099,0.371,134.966,audio_features,157472,4
Autumn festival,RADWIMPS,748966,j-pop,0.637,0.205,7,-15.144,1,0.0411,0.99,0.967,0.147,0.345,110.386,audio_features,67987,3
Avoiding,Vorsa,5664238,lo-fi chill,0.698,0.508,11,-6.272,1,0.0454,0.708,0.00278,0.319,0.555,119.999,audio_features,264464,4
Awari,Adnan Dhool,9591,pakistani pop,0.322,0.515,3,-6.908,0,0.0341,0.668,5.01E-06,0.0907,0.16,149.912,audio_features,320757,3
Away From Home,Broken Back,95082,new french touch,0.698,0.871,2,-7.073,1,0.0469,0.221,0,0.298,0.79,98.003,audio_features,149072,4
Axel F,Crazy Frog,160960,,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,audio_features,168880,4
Aziyat 2.0 - Reprise Version,Pratsofficial,195568,desi pop,0.445,0.28,10,-12.668,1,0.0275,0.819,1.29E-05,0.111,0.299,104.743,audio_features,194286,4
BABYDOLL,Ari Abdul,250367,dark r&b,0.552,0.582,11,-5.535,1,0.0404,0.0813,0.205,0.177,0.538,105.483,audio_features,156651,4
BABYDOLL (Speed),Ari Abdul,156650,dark r&b,0.552,0.582,11,-5.535,1,0.0404,0.0813,0.205,0.177,0.538,105.483,audio_features,156651,4
BAND$,Arizona Zervas,10040,pop rap,0.707,0.591,8,-5.878,1,0.0705,0.015,0,0.27,0.645,149.982,audio_features,108072,4
BARTA,Lorn,340940,glitch hop,0.675,0.568,1,-9.982,0,0.0393,0.181,0.952,0.122,0.461,146.002,audio_features,126828,4
BATTLEKOUR,Hiroyuki Sawano,281814,anime score,0.679,0.859,4,-8.095,0,0.0556,0.00292,0.798,0.361,0.147,124.026,audio_features,321290,3
BB's Theme,Ludvig Forssell,4875500,anime,0.282,0.428,1,-9.812,0,0.0311,0.227,0.000158,0.0897,0.0392,83.608,audio_features,316520,4
BIG SHOT,The Lumineers,1711834,folk-pop,0.626,0.35,1,-7.03,1,0.0299,0.726,0,0.0975,0.225,72.522,audio_features,181040,4
BLENDER,5 Seconds of Summer,213518,boy band,0.67,0.665,8,-5.47,1,0.104,0.0293,2.19E-05,0.101,0.694,161.99,audio_features,147744,4
BLINE,BRONSON,264986,vapor twitch,0.658,0.864,9,-4.386,0,0.0367,0.0169,0.734,0.341,0.0539,120.005,audio_features,264987,4
BLOOD,KLOUD,1531453,traprun,0.497,0.825,8,-4.638,0,0.0821,0.0031,0.00496,0.0905,0.235,88.712,audio_features,194157,4
BLOOD FLAME,BADTRIP MUSIC,181119,drift phonk,0.781,0.913,7,-1.689,1,0.0802,0.0348,8.58E-05,0.294,0.557,120.027,audio_features,181120,4
BLOOD RACE,Ghostface Playa,109459,drift phonk,0.714,0.891,10,-2.819,0,0.199,2.50E-05,0.104,0.4,0.664,183.995,audio_features,109565,4
BLOODLINE,Sinizter,77469,dark trap,0.698,0.977,9,-1.56,1,0.0822,0.0333,0.00201,0.0627,0.619,149.954,audio_features,115200,4
BLOODY TEAR,LXST CXNTURY,530685,chill phonk,0.615,0.866,1,-4.118,1,0.0505,0.000922,0.142,0.111,0.499,150.063,audio_features,159942,4
BOOM,Tiësto,340826,big room,0.886,0.84,2,-3.386,1,0.0502,0.0164,0.00622,0.329,0.203,123.035,audio_features,179512,4
BOW,MFS,16020,josei rap,0.844,0.706,1,-8.015,1,0.152,0.157,0.173,0.0752,0.527,150.027,audio_features,182125,4
BOY,Charlie Puth,2028674,pop,0.725,0.77,1,-6.24,1,0.0539,0.149,2.17E-05,0.0641,0.647,93.009,audio_features,263413,4
BRAND NEW WORLD - EUROBEAT VERSION,Ace,4278,super eurobeat,0.45,0.996,4,-4.798,1,0.129,2.16E-05,0.0521,0.0772,0.51,76.521,audio_features,234608,4
BREAKDOWN,MC ORSEN,146819,drift phonk,0.678,0.929,9,-2.092,1,0.0837,0.0104,2.84E-05,0.308,0.592,169.996,audio_features,146820,4
